시작시각(년월일시분),세션,지속시간,프로젝트
2025-02-04 21:18,휴식,5,자바스크립트 공부
2025-02-04 21:48,집중,45,디자인 작업
2025-02-05 06:53,집중,30,리액트 프로젝트
2025-02-05 07:23,휴식,5,리액트 프로젝트
2025-02-05 09:19,집중,45,취업 준비
2025-02-05 09:48,집중,25,리액트 프로젝트
2025-02-05 10:13,휴식,5,리액트 프로젝트
2025-02-05 11:01,집중,25,디자인 작업
2025-02-05 12:01,긴휴식,15,디자인 작업
2025-02-05 14:32,집중,15,취업 준비
2025-02-05 14:47,휴식,5,취업 준비
2025-02-05 15:42,집중,25,포트폴리오 작업
2025-02-05 16:07,휴식,5,포트폴리오 작업
2025-02-05 16:42,집중,30,영어 공부
2025-02-05 17:02,집중,30,리액트 프로젝트
2025-02-05 17:32,긴휴식,15,리액트 프로젝트
2025-02-05 19:27,집중,45,자바스크립트 공부
2025-02-06 07:12,집중,25,리액트 프로젝트
2025-02-06 08:12,휴식,5,리액트 프로젝트
2025-02-06 09:38,집중,25,디자인 작업
2025-02-06 10:38,휴식,5,디자인 작업
2025-02-06 11:45,집중,25,코드 리팩토링
2025-02-06 12:10,휴식,5,코드 리팩토링
2025-02-06 14:32,집중,45,포트폴리오 작업
2025-02-06 14:36,집중,15,자바스크립트 공부
2025-02-06 14:51,휴식,5,자바스크립트 공부
2025-02-06 19:06,집중,25,자바스크립트 공부
2025-02-06 19:22,집중,25,디자인 작업
2025-02-06 19:47,휴식,5,디자인 작업
2025-02-06 20:06,집중,15,자바스크립트 공부
2025-02-07 09:24,집중,45,영어 공부
2025-02-07 10:09,휴식,5,영어 공부
2025-02-07 12:41,집중,30,알고리즘 연습
2025-02-07 13:11,휴식,5,알고리즘 연습
2025-02-07 13:22,집중,25,알고리즘 연습
2025-02-07 13:47,휴식,5,알고리즘 연습
2025-02-07 14:31,집중,45,자바스크립트 공부
2025-02-07 15:16,긴휴식,15,자바스크립트 공부
2025-02-07 15:33,집중,15,취업 준비
2025-02-07 15:48,휴식,5,취업 준비
2025-02-07 16:39,집중,15,코드 리팩토링
2025-02-08 05:35,집중,25,취업 준비
2025-02-08 06:00,휴식,5,취업 준비
2025-02-08 16:43,집중,45,취업 준비
2025-02-08 17:28,휴식,5,취업 준비
2025-02-08 17:39,집중,45,알고리즘 연습
2025-02-08 18:24,휴식,5,알고리즘 연습
2025-02-08 22:44,집중,25,블로그 글쓰기
2025-02-09 06:17,집중,25,리액트 프로젝트
2025-02-09 07:17,휴식,5,리액트 프로젝트
2025-02-09 14:08,집중,45,블로그 글쓰기
2025-02-09 14:53,휴식,5,블로그 글쓰기
2025-02-09 21:18,집중,25,디자인 작업
2025-02-10 06:38,집중,30,취업 준비
2025-02-10 07:08,휴식,5,취업 준비
2025-02-10 08:22,집중,25,포트폴리오 작업
2025-02-10 08:47,휴식,5,포트폴리오 작업
2025-02-10 09:41,집중,45,취업 준비
2025-02-10 09:43,집중,30,자바스크립트 공부
2025-02-10 10:13,긴휴식,15,자바스크립트 공부
2025-02-10 16:26,집중,25,취업 준비
2025-02-10 16:59,집중,15,블로그 글쓰기
2025-02-10 17:14,휴식,5,블로그 글쓰기
2025-02-10 17:20,집중,30,디자인 작업
2025-02-10 17:31,집중,45,코드 리팩토링
2025-02-11 05:43,집중,45,블로그 글쓰기
2025-02-11 06:28,휴식,5,블로그 글쓰기
2025-02-11 08:31,집중,15,리액트 프로젝트
2025-02-11 08:46,휴식,5,리액트 프로젝트
2025-02-11 09:38,집중,15,리액트 프로젝트
2025-02-11 09:53,휴식,5,리액트 프로젝트
2025-02-11 11:01,집중,25,포트폴리오 작업
2025-02-11 12:01,긴휴식,15,포트폴리오 작업
2025-02-11 15:18,집중,25,영어 공부
2025-02-11 15:20,집중,25,자바스크립트 공부
2025-02-11 16:20,휴식,5,자바스크립트 공부
2025-02-11 20:46,집중,25,블로그 글쓰기
2025-02-11 21:46,집중,25,코드 리팩토링
2025-02-12 01:26,집중,15,영어 공부
2025-02-12 01:41,휴식,5,영어 공부
2025-02-12 07:41,집중,45,블로그 글쓰기
2025-02-12 08:26,휴식,5,블로그 글쓰기
2025-02-12 10:15,집중,15,포트폴리오 작업
2025-02-12 10:30,휴식,5,포트폴리오 작업
2025-02-12 11:55,집중,25,자바스크립트 공부
2025-02-12 12:20,긴휴식,15,자바스크립트 공부
2025-02-12 12:48,집중,25,리액트 프로젝트
2025-02-12 13:48,휴식,5,리액트 프로젝트
2025-02-12 15:59,집중,15,리액트 프로젝트
2025-02-12 16:14,휴식,5,리액트 프로젝트
2025-02-12 17:48,집중,30,영어 공부
2025-02-12 18:18,휴식,5,영어 공부
2025-02-12 19:46,집중,25,자바스크립트 공부
2025-02-12 20:46,긴휴식,15,자바스크립트 공부
2025-02-12 21:04,집중,30,자바스크립트 공부
2025-02-13 00:44,집중,30,취업 준비
2025-02-13 01:14,휴식,5,취업 준비
2025-02-13 07:41,집중,15,리액트 프로젝트
2025-02-13 07:45,집중,30,자바스크립트 공부
2025-02-13 08:15,휴식,5,자바스크립트 공부
2025-02-13 08:52,집중,45,포트폴리오 작업
2025-02-13 09:22,집중,25,블로그 글쓰기
2025-02-13 09:47,휴식,5,블로그 글쓰기
2025-02-13 10:09,집중,25,영어 공부
2025-02-13 11:09,휴식,5,영어 공부
2025-02-13 11:29,집중,15,리액트 프로젝트
2025-02-13 11:44,휴식,5,리액트 프로젝트
2025-02-13 19:21,집중,25,리액트 프로젝트
2025-02-14 06:02,집중,25,영어 공부
2025-02-14 06:27,휴식,5,영어 공부
2025-02-14 07:28,집중,25,디자인 작업
2025-02-14 08:28,휴식,5,디자인 작업
2025-02-14 09:59,집중,15,디자인 작업
2025-02-14 10:14,휴식,5,디자인 작업
2025-02-14 10:45,집중,25,코드 리팩토링
2025-02-14 11:10,긴휴식,15,코드 리팩토링
2025-02-14 16:10,집중,15,코드 리팩토링
2025-02-14 16:25,휴식,5,코드 리팩토링
2025-02-14 17:41,집중,15,리액트 프로젝트
2025-02-15 07:11,집중,30,취업 준비
2025-02-15 07:41,휴식,5,취업 준비
2025-02-15 10:20,집중,25,코드 리팩토링
2025-02-15 11:20,휴식,5,코드 리팩토링
2025-02-15 11:41,집중,45,리액트 프로젝트
2025-02-15 12:26,휴식,5,리액트 프로젝트
2025-02-15 20:35,집중,45,알고리즘 연습
2025-02-16 11:31,집중,45,자바스크립트 공부
2025-02-16 11:55,집중,45,자바스크립트 공부
2025-02-16 12:40,휴식,5,자바스크립트 공부
2025-02-16 15:24,집중,45,자바스크립트 공부
2025-02-17 00:27,집중,25,포트폴리오 작업
2025-02-17 00:52,휴식,5,포트폴리오 작업
2025-02-17 09:46,집중,15,코드 리팩토링
2025-02-17 10:01,휴식,5,코드 리팩토링
2025-02-17 10:48,집중,25,코드 리팩토링
2025-02-17 11:13,휴식,5,코드 리팩토링
2025-02-17 11:47,집중,25,블로그 글쓰기
2025-02-17 12:33,집중,30,블로그 글쓰기
2025-02-17 13:03,휴식,5,블로그 글쓰기
2025-02-17 17:26,집중,25,알고리즘 연습
2025-02-17 17:43,집중,15,코드 리팩토링
2025-02-17 17:58,휴식,5,코드 리팩토링
2025-02-17 21:44,집중,45,포트폴리오 작업
2025-02-18 05:47,집중,25,블로그 글쓰기
2025-02-18 06:38,집중,15,블로그 글쓰기
2025-02-18 06:53,휴식,5,블로그 글쓰기
2025-02-18 09:04,집중,15,리액트 프로젝트
2025-02-18 09:19,휴식,5,리액트 프로젝트
2025-02-18 11:37,집중,30,포트폴리오 작업
2025-02-18 12:07,긴휴식,15,포트폴리오 작업
2025-02-18 14:43,집중,45,블로그 글쓰기
2025-02-18 15:28,휴식,5,블로그 글쓰기
2025-02-18 16:28,집중,25,디자인 작업
2025-02-18 16:53,휴식,5,디자인 작업
2025-02-18 17:38,집중,25,알고리즘 연습
2025-02-18 18:10,집중,15,영어 공부
2025-02-19 04:19,집중,25,디자인 작업
2025-02-19 04:44,휴식,5,디자인 작업
2025-02-19 09:18,집중,15,취업 준비
2025-02-19 09:33,휴식,5,취업 준비
2025-02-19 09:53,집중,15,블로그 글쓰기
2025-02-19 10:08,휴식,5,블로그 글쓰기
2025-02-19 11:30,집중,30,포트폴리오 작업
2025-02-19 12:00,긴휴식,15,포트폴리오 작업
2025-02-19 12:31,집중,30,리액트 프로젝트
2025-02-19 13:01,휴식,5,리액트 프로젝트
2025-02-19 13:54,집중,15,코드 리팩토링
2025-02-19 14:09,휴식,5,코드 리팩토링
2025-02-19 16:57,집중,25,코드 리팩토링
2025-02-19 17:57,휴식,5,코드 리팩토링
2025-02-19 18:50,집중,15,블로그 글쓰기
2025-02-19 19:05,긴휴식,15,블로그 글쓰기
2025-02-19 19:26,집중,45,알고리즘 연습
2025-02-20 07:00,집중,15,포트폴리오 작업
2025-02-20 07:15,휴식,5,포트폴리오 작업
2025-02-20 10:53,집중,15,자바스크립트 공부
2025-02-20 11:03,집중,25,리액트 프로젝트
2025-02-20 12:03,휴식,5,리액트 프로젝트
2025-02-20 12:46,집중,25,영어 공부
2025-02-20 13:11,긴휴식,15,영어 공부
2025-02-20 15:13,집중,30,리액트 프로젝트
2025-02-20 15:43,휴식,5,리액트 프로젝트
2025-02-20 16:35,집중,15,알고리즘 연습
2025-02-20 16:50,휴식,5,알고리즘 연습
2025-02-20 18:15,집중,30,리액트 프로젝트
2025-02-20 18:22,집중,25,포트폴리오 작업
2025-02-21 06:21,집중,45,취업 준비
2025-02-21 07:06,휴식,5,취업 준비
2025-02-21 07:37,집중,15,자바스크립트 공부
2025-02-21 07:52,휴식,5,자바스크립트 공부
2025-02-21 09:43,집중,45,취업 준비
2025-02-21 10:28,휴식,5,취업 준비
2025-02-21 14:39,집중,25,블로그 글쓰기
2025-02-21 15:04,긴휴식,15,블로그 글쓰기
2025-02-21 18:39,집중,25,블로그 글쓰기
2025-02-21 19:04,휴식,5,블로그 글쓰기
2025-02-21 19:27,집중,30,리액트 프로젝트
2025-02-22 08:53,집중,45,디자인 작업
2025-02-22 09:38,휴식,5,디자인 작업
2025-02-22 11:31,집중,25,취업 준비
2025-02-22 11:56,휴식,5,취업 준비
2025-02-22 13:48,집중,15,영어 공부
2025-02-22 14:03,휴식,5,영어 공부
2025-02-22 14:33,집중,30,리액트 프로젝트
2025-02-23 09:28,집중,25,영어 공부
2025-02-23 09:31,집중,45,알고리즘 연습
2025-02-23 10:16,휴식,5,알고리즘 연습
2025-02-23 17:14,집중,25,포트폴리오 작업
2025-02-24 04:33,집중,45,코드 리팩토링
2025-02-24 05:18,휴식,5,코드 리팩토링
2025-02-24 10:20,집중,15,취업 준비
2025-02-24 10:25,집중,15,리액트 프로젝트
2025-02-24 10:28,집중,25,디자인 작업
2025-02-24 11:28,긴휴식,15,디자인 작업
2025-02-24 15:48,집중,25,자바스크립트 공부
2025-02-24 16:08,집중,25,디자인 작업
2025-02-24 16:33,휴식,5,디자인 작업
2025-02-24 18:00,집중,15,디자인 작업
2025-02-24 18:15,휴식,5,디자인 작업
2025-02-24 19:22,집중,25,알고리즘 연습
2025-02-25 10:43,집중,25,디자인 작업
2025-02-25 11:31,집중,15,리액트 프로젝트
2025-02-25 11:46,휴식,5,리액트 프로젝트
2025-02-25 11:52,집중,25,알고리즘 연습
2025-02-25 12:17,휴식,5,알고리즘 연습
2025-02-25 15:38,집중,15,코드 리팩토링
2025-02-25 15:53,긴휴식,15,코드 리팩토링
2025-02-25 16:11,집중,30,알고리즘 연습
2025-02-25 16:41,휴식,5,알고리즘 연습
2025-02-25 17:47,집중,30,알고리즘 연습
2025-02-25 18:17,휴식,5,알고리즘 연습
2025-02-25 19:58,집중,45,블로그 글쓰기
2025-02-25 20:27,집중,45,포트폴리오 작업
2025-02-26 06:30,집중,25,자바스크립트 공부
2025-02-26 07:30,휴식,5,자바스크립트 공부
2025-02-26 09:37,집중,45,취업 준비
2025-02-26 10:22,휴식,5,취업 준비
2025-02-26 13:51,집중,25,취업 준비
2025-02-26 14:16,휴식,5,취업 준비
2025-02-26 16:01,집중,25,영어 공부
2025-02-26 17:01,긴휴식,15,영어 공부
2025-02-26 17:59,집중,15,코드 리팩토링
2025-02-26 18:14,휴식,5,코드 리팩토링
2025-02-26 19:38,집중,45,코드 리팩토링
2025-02-26 20:16,집중,45,취업 준비
2025-02-26 20:54,집중,15,알고리즘 연습
2025-02-26 21:09,긴휴식,15,알고리즘 연습
2025-02-26 21:31,집중,45,자바스크립트 공부
2025-02-27 08:32,집중,15,취업 준비
2025-02-27 08:47,휴식,5,취업 준비
2025-02-27 10:17,집중,25,영어 공부
2025-02-27 11:18,집중,25,자바스크립트 공부
2025-02-27 11:43,휴식,5,자바스크립트 공부
2025-02-27 14:26,집중,25,알고리즘 연습
2025-02-27 14:39,집중,25,영어 공부
2025-02-27 15:13,집중,30,알고리즘 연습
2025-02-27 15:43,휴식,5,알고리즘 연습
2025-02-27 17:17,집중,45,자바스크립트 공부
2025-02-27 18:02,휴식,5,자바스크립트 공부
2025-02-27 19:07,집중,45,영어 공부
2025-02-28 07:05,집중,45,코드 리팩토링
2025-02-28 07:50,휴식,5,코드 리팩토링
2025-02-28 10:57,집중,25,취업 준비
2025-02-28 11:22,휴식,5,취업 준비
2025-02-28 14:22,집중,25,취업 준비
2025-02-28 14:47,휴식,5,취업 준비
2025-02-28 16:14,집중,45,영어 공부
2025-02-28 16:59,긴휴식,15,영어 공부
2025-02-28 18:16,집중,25,리액트 프로젝트
2025-02-28 19:01,집중,25,취업 준비
2025-03-01 05:27,집중,25,블로그 글쓰기
2025-03-01 05:52,휴식,5,블로그 글쓰기
2025-03-01 06:20,집중,30,블로그 글쓰기
2025-03-01 06:38,집중,25,블로그 글쓰기
2025-03-01 07:38,휴식,5,블로그 글쓰기
2025-03-01 10:32,집중,25,알고리즘 연습
2025-03-01 11:32,긴휴식,15,알고리즘 연습
2025-03-01 13:35,집중,30,자바스크립트 공부
2025-03-01 14:05,휴식,5,자바스크립트 공부
2025-03-01 15:36,집중,15,포트폴리오 작업
2025-03-01 15:51,휴식,5,포트폴리오 작업
2025-03-01 18:04,집중,45,블로그 글쓰기
2025-03-02 06:14,집중,30,코드 리팩토링
2025-03-02 06:44,휴식,5,코드 리팩토링
2025-03-02 09:31,집중,25,알고리즘 연습
2025-03-02 09:38,집중,45,디자인 작업
2025-03-02 10:23,휴식,5,디자인 작업
2025-03-02 15:20,집중,25,알고리즘 연습
2025-03-02 15:45,긴휴식,15,알고리즘 연습
2025-03-02 16:58,집중,45,포트폴리오 작업
2025-03-03 07:10,집중,30,리액트 프로젝트
2025-03-03 07:17,집중,15,영어 공부
2025-03-03 07:32,휴식,5,영어 공부
2025-03-03 08:59,집중,15,자바스크립트 공부
2025-03-03 09:14,휴식,5,자바스크립트 공부
2025-03-03 09:43,집중,25,포트폴리오 작업
2025-03-03 10:26,집중,30,포트폴리오 작업
2025-03-03 10:56,휴식,5,포트폴리오 작업
2025-03-03 13:11,집중,45,포트폴리오 작업
2025-03-03 13:56,휴식,5,포트폴리오 작업
2025-03-03 15:36,집중,30,디자인 작업
2025-03-03 16:03,집중,15,디자인 작업
2025-03-03 16:18,긴휴식,15,디자인 작업
2025-03-03 16:35,집중,45,취업 준비
2025-03-03 17:20,휴식,5,취업 준비
2025-03-03 17:44,집중,25,자바스크립트 공부
2025-03-03 18:44,휴식,5,자바스크립트 공부
2025-03-03 22:14,집중,15,리액트 프로젝트
2025-03-03 22:29,휴식,5,리액트 프로젝트
2025-03-03 23:02,집중,15,취업 준비
2025-03-04 06:53,집중,30,알고리즘 연습
2025-03-04 07:23,휴식,5,알고리즘 연습
2025-03-04 08:43,집중,25,자바스크립트 공부
2025-03-04 09:43,휴식,5,자바스크립트 공부
2025-03-04 11:44,집중,25,블로그 글쓰기
2025-03-04 11:56,집중,25,자바스크립트 공부
2025-03-04 12:56,긴휴식,15,자바스크립트 공부
2025-03-04 13:28,집중,25,알고리즘 연습
2025-03-04 14:28,휴식,5,알고리즘 연습
2025-03-04 14:38,집중,25,취업 준비
2025-03-04 14:41,집중,45,취업 준비
2025-03-04 14:58,집중,25,블로그 글쓰기
2025-03-04 15:22,집중,25,디자인 작업
2025-03-04 16:22,휴식,5,디자인 작업
2025-03-04 16:36,집중,30,리액트 프로젝트
2025-03-04 16:51,집중,25,자바스크립트 공부
2025-03-04 17:51,휴식,5,자바스크립트 공부
2025-03-04 21:12,집중,25,취업 준비
2025-03-05 09:24,집중,30,코드 리팩토링
2025-03-05 09:54,휴식,5,코드 리팩토링
2025-03-05 10:11,집중,25,자바스크립트 공부
2025-03-05 10:48,집중,25,취업 준비
2025-03-05 11:33,집중,45,알고리즘 연습
2025-03-05 11:37,집중,45,디자인 작업
2025-03-05 12:05,집중,25,블로그 글쓰기
2025-03-05 13:05,휴식,5,블로그 글쓰기
2025-03-05 13:22,집중,25,블로그 글쓰기
2025-03-05 14:17,집중,25,블로그 글쓰기
2025-03-05 14:26,집중,25,블로그 글쓰기
2025-03-05 14:52,집중,15,코드 리팩토링
2025-03-05 15:07,휴식,5,코드 리팩토링
2025-03-05 16:54,집중,25,자바스크립트 공부
2025-03-05 17:04,집중,15,알고리즘 연습
2025-03-05 17:19,긴휴식,15,알고리즘 연습
2025-03-05 19:18,집중,25,포트폴리오 작업
2025-03-06 02:57,집중,25,리액트 프로젝트
2025-03-06 03:57,휴식,5,리액트 프로젝트
2025-03-06 07:33,집중,25,포트폴리오 작업
2025-03-06 08:18,집중,30,영어 공부
2025-03-06 08:48,휴식,5,영어 공부
2025-03-06 09:12,집중,25,디자인 작업
2025-03-06 09:37,긴휴식,15,디자인 작업
2025-03-06 10:30,집중,25,자바스크립트 공부
2025-03-06 10:47,집중,25,블로그 글쓰기
2025-03-06 11:12,휴식,5,블로그 글쓰기
2025-03-06 12:00,집중,25,자바스크립트 공부
2025-03-06 12:25,휴식,5,자바스크립트 공부
2025-03-06 13:54,집중,30,블로그 글쓰기
2025-03-06 14:24,긴휴식,15,블로그 글쓰기
2025-03-06 15:31,집중,15,포트폴리오 작업
2025-03-06 15:46,휴식,5,포트폴리오 작업
2025-03-06 16:01,집중,30,코드 리팩토링
2025-03-06 16:31,휴식,5,코드 리팩토링
2025-03-06 17:38,집중,15,알고리즘 연습
2025-03-06 17:53,휴식,5,알고리즘 연습
2025-03-06 21:51,집중,25,알고리즘 연습
2025-03-07 07:37,집중,15,포트폴리오 작업
2025-03-07 07:52,휴식,5,포트폴리오 작업
2025-03-07 09:44,집중,30,리액트 프로젝트
2025-03-07 09:52,집중,15,취업 준비
2025-03-07 10:07,휴식,5,취업 준비
2025-03-07 11:26,집중,15,디자인 작업
2025-03-07 11:41,긴휴식,15,디자인 작업
2025-03-07 12:16,집중,30,자바스크립트 공부
2025-03-07 12:46,휴식,5,자바스크립트 공부
2025-03-07 14:02,집중,45,알고리즘 연습
2025-03-07 14:47,휴식,5,알고리즘 연습
2025-03-07 15:59,집중,25,코드 리팩토링
2025-03-07 16:24,휴식,5,코드 리팩토링
2025-03-07 18:09,집중,45,영어 공부
2025-03-07 18:54,긴휴식,15,영어 공부
2025-03-07 20:31,집중,15,알고리즘 연습
2025-03-07 20:46,휴식,5,알고리즘 연습
2025-03-07 21:38,집중,15,코드 리팩토링
2025-03-08 06:11,집중,45,디자인 작업
2025-03-08 06:20,집중,25,영어 공부
2025-03-08 06:45,휴식,5,영어 공부
2025-03-08 12:11,집중,15,리액트 프로젝트
2025-03-08 12:26,휴식,5,리액트 프로젝트
2025-03-08 14:59,집중,45,블로그 글쓰기
2025-03-08 15:59,집중,25,포트폴리오 작업
2025-03-08 16:03,집중,15,디자인 작업
2025-03-08 16:18,휴식,5,디자인 작업
2025-03-08 19:17,집중,30,자바스크립트 공부
2025-03-09 08:57,집중,25,영어 공부
2025-03-09 09:22,휴식,5,영어 공부
2025-03-09 10:51,집중,25,취업 준비
2025-03-09 11:51,휴식,5,취업 준비
2025-03-09 12:30,집중,45,블로그 글쓰기
2025-03-09 13:15,휴식,5,블로그 글쓰기
2025-03-09 14:10,집중,30,디자인 작업
2025-03-09 14:14,집중,25,취업 준비
2025-03-10 01:19,집중,25,리액트 프로젝트
2025-03-10 02:19,휴식,5,리액트 프로젝트
2025-03-10 06:52,집중,15,포트폴리오 작업
2025-03-10 06:55,집중,30,디자인 작업
2025-03-10 07:01,집중,25,취업 준비
2025-03-10 08:01,긴휴식,15,취업 준비
2025-03-10 09:24,집중,45,리액트 프로젝트
2025-03-10 09:34,집중,25,리액트 프로젝트
2025-03-10 09:59,휴식,5,리액트 프로젝트
2025-03-10 13:17,집중,25,자바스크립트 공부
2025-03-10 14:17,휴식,5,자바스크립트 공부
2025-03-10 14:40,집중,25,취업 준비
2025-03-10 15:40,긴휴식,15,취업 준비
2025-03-10 16:34,집중,15,리액트 프로젝트
2025-03-10 16:49,휴식,5,리액트 프로젝트
2025-03-10 18:27,집중,25,포트폴리오 작업
2025-03-10 18:43,집중,15,자바스크립트 공부
2025-03-10 18:58,휴식,5,자바스크립트 공부
2025-03-10 21:22,집중,30,영어 공부
2025-03-11 01:37,집중,45,코드 리팩토링
2025-03-11 02:05,집중,25,영어 공부
2025-03-11 02:30,휴식,5,영어 공부
2025-03-11 07:52,집중,25,자바스크립트 공부
2025-03-11 08:17,휴식,5,자바스크립트 공부
2025-03-11 09:27,집중,45,영어 공부
2025-03-11 10:12,긴휴식,15,영어 공부
2025-03-11 10:53,집중,45,코드 리팩토링
2025-03-11 11:38,휴식,5,코드 리팩토링
2025-03-11 11:52,집중,25,알고리즘 연습
2025-03-11 11:59,집중,30,자바스크립트 공부
2025-03-11 12:29,휴식,5,자바스크립트 공부
2025-03-11 17:25,집중,25,자바스크립트 공부
2025-03-11 17:50,긴휴식,15,자바스크립트 공부
2025-03-11 18:33,집중,25,디자인 작업
2025-03-11 18:58,휴식,5,디자인 작업
2025-03-11 19:07,집중,30,알고리즘 연습
2025-03-11 19:10,집중,25,자바스크립트 공부
2025-03-11 19:35,휴식,5,자바스크립트 공부
2025-03-11 20:03,집중,25,코드 리팩토링
2025-03-12 04:09,집중,45,알고리즘 연습
2025-03-12 04:14,집중,25,포트폴리오 작업
2025-03-12 05:14,휴식,5,포트폴리오 작업
2025-03-12 06:29,집중,30,리액트 프로젝트
2025-03-12 06:42,집중,15,디자인 작업
2025-03-12 06:57,긴휴식,15,디자인 작업
2025-03-12 08:03,집중,25,포트폴리오 작업
2025-03-12 08:28,휴식,5,포트폴리오 작업
2025-03-12 09:11,집중,45,영어 공부
2025-03-12 09:51,집중,45,알고리즘 연습
2025-03-12 10:04,집중,15,자바스크립트 공부
2025-03-12 10:19,긴휴식,15,자바스크립트 공부
2025-03-12 11:42,집중,45,포트폴리오 작업
2025-03-12 12:27,휴식,5,포트폴리오 작업
2025-03-12 16:31,집중,30,영어 공부
2025-03-12 17:01,휴식,5,영어 공부
2025-03-12 17:25,집중,25,포트폴리오 작업
2025-03-12 17:50,휴식,5,포트폴리오 작업
2025-03-12 19:20,집중,30,디자인 작업
2025-03-12 19:42,집중,25,디자인 작업
2025-03-13 02:57,집중,25,코드 리팩토링
2025-03-13 03:57,휴식,5,코드 리팩토링
2025-03-13 04:36,집중,15,디자인 작업
2025-03-13 04:51,휴식,5,디자인 작업
2025-03-13 08:34,집중,15,포트폴리오 작업
2025-03-13 08:49,휴식,5,포트폴리오 작업
2025-03-13 09:25,집중,25,알고리즘 연습
2025-03-13 09:49,집중,25,영어 공부
2025-03-13 09:49,집중,25,취업 준비
2025-03-13 09:56,집중,30,알고리즘 연습
2025-03-13 10:13,집중,15,블로그 글쓰기
2025-03-13 10:28,긴휴식,15,블로그 글쓰기
2025-03-13 15:20,집중,45,포트폴리오 작업
2025-03-13 16:06,집중,45,리액트 프로젝트
2025-03-13 16:51,휴식,5,리액트 프로젝트
2025-03-13 17:11,집중,45,포트폴리오 작업
2025-03-13 17:56,휴식,5,포트폴리오 작업
2025-03-13 19:42,집중,25,코드 리팩토링
2025-03-14 01:14,집중,30,블로그 글쓰기
2025-03-14 01:44,휴식,5,블로그 글쓰기
2025-03-14 06:09,집중,45,취업 준비
2025-03-14 06:38,집중,30,리액트 프로젝트
2025-03-14 07:08,휴식,5,리액트 프로젝트
2025-03-14 08:34,집중,25,포트폴리오 작업
2025-03-14 09:00,집중,30,디자인 작업
2025-03-14 09:10,집중,45,코드 리팩토링
2025-03-14 09:28,집중,25,자바스크립트 공부
2025-03-14 09:53,휴식,5,자바스크립트 공부
2025-03-14 10:56,집중,25,알고리즘 연습
2025-03-14 11:22,집중,25,알고리즘 연습
2025-03-14 11:32,집중,30,블로그 글쓰기
2025-03-15 08:36,집중,45,알고리즘 연습
2025-03-15 09:21,휴식,5,알고리즘 연습
2025-03-15 10:14,집중,15,포트폴리오 작업
2025-03-15 10:22,집중,30,자바스크립트 공부
2025-03-15 10:52,휴식,5,자바스크립트 공부
2025-03-15 11:36,집중,15,포트폴리오 작업
2025-03-15 11:51,긴휴식,15,포트폴리오 작업
2025-03-15 14:06,집중,45,블로그 글쓰기
2025-03-15 14:53,집중,25,영어 공부
2025-03-15 15:18,휴식,5,영어 공부
2025-03-15 16:10,집중,45,알고리즘 연습
2025-03-16 08:05,집중,45,포트폴리오 작업
2025-03-16 08:50,휴식,5,포트폴리오 작업
2025-03-16 09:49,집중,45,취업 준비
2025-03-16 10:34,휴식,5,취업 준비
2025-03-16 11:06,집중,25,블로그 글쓰기
2025-03-16 11:31,휴식,5,블로그 글쓰기
2025-03-16 13:12,집중,15,블로그 글쓰기
2025-03-16 13:27,긴휴식,15,블로그 글쓰기
2025-03-16 17:03,집중,15,알고리즘 연습
2025-03-17 07:41,집중,25,코드 리팩토링
2025-03-17 08:06,휴식,5,코드 리팩토링
2025-03-17 08:22,집중,25,디자인 작업
2025-03-17 09:22,휴식,5,디자인 작업
2025-03-17 09:39,집중,45,리액트 프로젝트
2025-03-17 09:58,집중,30,포트폴리오 작업
2025-03-17 10:28,긴휴식,15,포트폴리오 작업
2025-03-17 13:24,집중,25,포트폴리오 작업
2025-03-17 13:49,휴식,5,포트폴리오 작업
2025-03-17 15:24,집중,30,디자인 작업
2025-03-17 15:49,집중,25,디자인 작업
2025-03-17 16:14,휴식,5,디자인 작업
2025-03-17 16:25,집중,25,디자인 작업
2025-03-17 17:39,집중,15,자바스크립트 공부
2025-03-17 17:48,집중,25,알고리즘 연습
2025-03-17 18:48,휴식,5,알고리즘 연습
2025-03-17 20:03,집중,25,블로그 글쓰기
2025-03-17 20:28,휴식,5,블로그 글쓰기
2025-03-17 21:13,집중,30,디자인 작업
2025-03-18 03:19,집중,45,블로그 글쓰기
2025-03-18 04:04,휴식,5,블로그 글쓰기
2025-03-18 07:08,집중,45,포트폴리오 작업
2025-03-18 07:53,휴식,5,포트폴리오 작업
2025-03-18 10:36,집중,25,자바스크립트 공부
2025-03-18 11:07,집중,25,코드 리팩토링
2025-03-18 11:32,긴휴식,15,코드 리팩토링
2025-03-18 13:31,집중,25,리액트 프로젝트
2025-03-18 13:56,휴식,5,리액트 프로젝트
2025-03-18 14:41,집중,30,포트폴리오 작업
2025-03-18 15:11,휴식,5,포트폴리오 작업
2025-03-18 15:19,집중,25,영어 공부
2025-03-18 15:46,집중,15,포트폴리오 작업
2025-03-18 16:01,긴휴식,15,포트폴리오 작업
2025-03-18 16:45,집중,30,리액트 프로젝트
2025-03-18 16:45,집중,15,자바스크립트 공부
2025-03-18 17:00,휴식,5,자바스크립트 공부
2025-03-18 19:26,집중,15,취업 준비
2025-03-18 19:41,휴식,5,취업 준비
2025-03-18 21:23,집중,25,블로그 글쓰기
2025-03-19 02:08,집중,25,자바스크립트 공부
2025-03-19 02:33,휴식,5,자바스크립트 공부
2025-03-19 09:05,집중,30,영어 공부
